tag,n,d,metric,filter,sel_target,sel_actual,cand,baseline,graph,mode,M,gamma,M_beta,ef,k,recall,qps,p50_us,p95_us,p99_us,max_us,mean_us,ndis,nodes_visited,first_hop,second_hop,sel_checks,accepted,rejected,hops,results_returned,build_ms,graph_bytes,avg_deg0,max_deg0
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,F_exact,exact,EXACT,16,0,0,0,10,1.0000,230.8,4322.75,4450.42,4501.75,4510.29,4332.27,50000,0,0,0,100000,0,0,0,10,0.0,0,0.0,0
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,50,10,0.9000,13640.3,72.21,83.62,121.88,158.75,73.31,1035,1035,1035,0,1035,0,0,59,10,11604.8,14033032,24.6,32
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,50,10,0.8490,6630.6,147.00,203.79,235.17,300.33,150.82,1057,953,618,5315,5934,3054,2879,0,10,11604.8,14033032,24.6,32
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,50,10,0.9440,10515.5,84.25,143.96,254.00,527.42,95.10,1218,1218,1218,0,1218,0,0,57,10,10822.2,20424136,30.6,48
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,50,10,0.9040,4933.1,204.17,238.79,267.88,312.38,202.71,1180,1047,913,11273,12188,6276,5911,0,10,10822.2,20424136,30.6,48
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,50,10,0.9590,11010.8,92.21,102.92,113.38,129.33,90.82,1438,1438,1438,0,1438,0,0,56,10,10314.6,39618184,36.1,96
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,50,10,0.9900,2730.3,362.33,435.58,476.79,500.92,366.26,1453,1251,1591,31790,33382,17060,16322,0,10,10314.6,39618184,36.1,96
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,50,10,0.7470,8851.2,103.17,189.88,305.92,306.33,112.98,707,616,1286,2454,3742,1911,1830,0,10,12923.4,18532104,24.5,40
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,50,10,0.7990,9740.7,101.75,125.00,156.33,172.17,102.66,778,686,1274,2261,3537,1813,1723,0,10,20867.5,20264200,24.6,40
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,50,10,0.8140,9735.7,102.12,120.21,144.08,155.79,102.71,773,681,1276,2293,3570,1828,1742,0,10,39343.5,23728392,24.6,40
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,50,10,0.7000,8642.3,106.17,198.08,219.25,227.33,115.71,887,806,1388,2558,3947,2016,1931,0,10,101521.7,30656776,24.6,40
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,100,10,0.9690,8109.3,125.62,140.50,143.83,169.79,123.32,1455,1455,1455,0,1455,0,0,108,10,11604.8,14033032,24.6,32
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,100,10,0.9450,2951.5,329.21,469.17,642.38,651.92,338.81,1246,1142,1903,21269,23173,11935,11238,0,10,11604.8,14033032,24.6,32
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,100,10,0.9940,7851.2,130.29,146.08,151.75,160.00,127.37,1638,1638,1638,0,1638,0,0,107,10,10822.2,20424136,30.6,48
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,100,10,0.9400,2220.8,446.58,524.00,727.92,821.79,450.29,1253,1119,2641,40266,42909,22085,20824,0,10,10822.2,20424136,30.6,48
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,100,10,0.9950,7335.3,140.21,158.25,169.83,172.71,136.33,1819,1819,1819,0,1819,0,0,106,10,10314.6,39618184,36.1,96
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,100,10,1.0000,1393.0,716.38,810.21,859.12,1055.58,717.87,1496,1293,3723,78515,82239,42027,40212,0,10,10314.6,39618184,36.1,96
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,100,10,0.8070,5892.2,171.83,202.96,243.67,250.12,169.72,868,777,2445,5324,7770,3978,3792,0,10,12923.4,18532104,24.5,40
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,100,10,0.8630,5668.5,174.08,212.75,238.79,359.96,176.41,973,881,2440,4800,7242,3711,3531,0,10,20867.5,20264200,24.6,40
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,100,10,0.8880,5684.2,173.29,210.50,276.96,327.08,175.93,975,883,2445,4892,7338,3754,3584,0,10,39343.5,23728392,24.6,40
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,100,10,0.7870,5210.8,183.92,291.67,303.33,311.25,191.91,1098,1017,2572,5130,7703,3939,3764,0,10,101521.7,30656776,24.6,40
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,250,10,0.9940,4278.6,240.21,263.29,266.67,267.08,233.72,1904,1904,1904,0,1904,0,0,258,10,11604.8,14033032,24.6,32
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,250,10,0.9750,1255.8,770.12,991.83,1151.67,1970.67,796.31,1319,1215,5964,75057,81022,41754,39268,0,10,11604.8,14033032,24.6,32
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,250,10,1.0000,4111.7,246.79,269.33,277.21,277.96,243.21,2001,2001,2001,0,2001,0,0,257,10,10822.2,20424136,30.6,48
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,250,10,0.9600,898.0,1102.04,1273.46,1616.21,1631.75,1113.60,1305,1171,7694,125581,133276,68537,64739,0,10,10822.2,20424136,30.6,48
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,250,10,1.0000,3995.8,252.58,278.38,281.88,282.71,250.26,2105,2105,2105,0,2105,0,0,255,10,10314.6,39618184,36.1,96
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,250,10,1.0000,607.3,1651.29,1775.00,1821.21,1976.62,1646.54,1586,1384,9727,209577,219306,112086,107219,0,10,10314.6,39618184,36.1,96
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,250,10,0.8210,2605.0,389.88,445.62,487.04,487.75,383.88,1029,938,6120,17325,23446,12068,11377,0,10,12923.4,18532104,24.5,40
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,250,10,0.8780,2518.5,395.12,464.12,506.17,632.71,397.07,1096,1004,6137,16781,22919,11770,11149,0,10,20867.5,20264200,24.6,40
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,250,10,0.9160,2464.8,403.08,467.38,570.50,1125.75,405.72,1125,1033,6246,17146,23394,12020,11374,0,10,39343.5,23728392,24.6,40
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,250,10,0.8360,2357.5,418.67,576.83,684.21,727.71,424.18,1265,1184,6383,17227,23612,12127,11484,0,10,101521.7,30656776,24.6,40
n100k_d128_l2,100000,128,l2,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,500,10,0.9950,2235.8,453.88,487.29,498.75,504.67,447.27,2042,2042,2042,0,2042,0,0,508,10,11604.8,14033032,24.6,32
